Tran_Id,Cust_Id,Acct_Nbr,Channel_Nbr,Merchant_SIC,Session_Id,Tran_Duration,Tran_Date,Tran_Time,Tran_Amt,Principal_Amt,Interest_Amt,New_Balance,Merchant_Name,Merchant_City,Merchant_State,Merchant_Postal_Code,Tran_Code,Channel
14,1363386,4561143213633850,0,900,197674,18,1995-06-09T00:00:00,232734,52.82,52.82,0,52.82,PCs-R-Us            ,Tulsa               ,OK,74154,CG,E
14,1363387,4561143213633870,68,null,197813,322,1995-05-02T00:00:00,193207,101.28,88.44,12.84,911.56,null,null,null,null,PM,B
14,1363390,4561143213633900,0,null,198843,0,1995-07-06T00:00:00,null,471.32,470.23,1.09,228.85,null,null,null,null,PM,M
14,1363392,4561143213633920,0,null,199576,0,1995-06-06T00:00:00,null,101.28,88.44,12.84,911.56,null,null,null,null,PM,M
14,1363393,4561143213633930,0,300,199937,17,1995-07-04T00:00:00,100811,37.32,37.32,0,198.98,Acme Car Rental     ,New York City       ,NY,10137,CG,E
14,1363394,4561143213633940,0,1000,201063,29,1995-09-03T00:00:00,151344,94.77,94.77,0,1000,Tim's Trout Fishing ,Los Angeles         ,CA,90107,CG,E
14,1363398,4561143213633980,0,1200,201389,25,1995-07-11T00:00:00,233417,90.06,90.06,0,1000,Suitable Suits      ,Atlanta             ,GA,30335,CG,E
14,1363402,4561143213634020,0,null,203004,0,1995-05-03T00:00:00,null,121.54,106.13,15.41,1093.87,null,null,null,null,PM,M
14,1363403,4561143213634030,0,700,203414,30,1995-12-06T00:00:00,165636,24.62,24.62,0,1647.45,Ferd's Food Store   ,Toledo              ,OH,43622,CG,E
14,1363408,4561143213634080,0,null,204348,0,1995-06-02T00:00:00,null,182.31,159.2,23.11,1640.8,null,null,null,null,PM,M
14,1363409,4561143213634090,0,400,205015,33,1995-04-27T00:00:00,132837,50.45,50.45,0,976.3,Gus' Gas Station    ,New York City       ,NY,10133,CG,E
14,1363414,4561143213634140,0,1100,205456,25,1995-05-07T00:00:00,72629,38.74,38.74,0,136.66,Harry's Hardware    ,Cincinnati          ,OH,45210,CG,E
14,1363421,4561143213634210,0,null,206273,0,1995-04-05T00:00:00,null,1304.38,1289.83,14.55,397.62,null,null,null,null,PM,M
14,1363422,4561143213634220,2,null,206593,43,1995-05-26T00:00:00,83512,0,0,0,2100,null,null,null,null,IQ,K
14,1363426,4561143213634260,0,400,206824,21,1995-06-04T00:00:00,63806,293.96,293.96,0,1548.8,Serbio's Service St ,Albuquerque         ,NM,87182,CG,E
14,1363427,4561143213634270,0,null,206921,0,1995-07-06T00:00:00,null,411.5,357.58,53.92,3703.54,null,null,null,null,PM,M
14,1363433,4561143213634330,0,null,207765,0,1995-11-05T00:00:00,null,269.39,269.39,0,0,null,null,null,null,PM,M
14,1363436,4561143213634350,1,null,208182,32,1995-04-09T00:00:00,204026,0,0,0,442.47,null,null,null,null,IQ,V
14,1363438,4561143213634380,0,null,209072,0,1995-05-06T00:00:00,null,39.64,38.13,1.51,155.89,null,null,null,null,PM,M
14,1363444,4561143213634440,0,800,210206,37,1995-06-14T00:00:00,95238,140.22,140.22,0,244.43,Bed Bug Inn         ,Sacramento          ,CA,94293,CG,E
14,1363447,4561143213634470,0,null,211132,0,1995-12-05T00:00:00,null,101.14,89.77,11.37,910.23,null,null,null,null,PM,M
14,1363448,4561143213634480,0,800,211497,19,1995-04-06T00:00:00,103359,163.49,163.49,0,1251.36,Manic Motor Inn     ,Los Angeles         ,CA,90138,CG,E
14,1363449,4561143213634490,0,100,212026,17,1995-05-04T00:00:00,115500,368.98,368.98,0,368.98,Sushi To Go         ,Oakland             ,CA,94653,CG,E
14,1363454,4561143213634540,0,1000,212984,37,1995-03-16T00:00:00,133608,292.88,292.88,0,1194.77,Gilligan's Island   ,Milwaukee           ,WI,53289,CG,E
14,1363455,4561143213634550,0,1000,213366,19,1995-12-14T00:00:00,85143,170.61,170.61,0,3152.47,Casino Royale       ,Baltimore           ,MD,21201,CG,E
14,1363457,4561143213634570,0,100,213513,36,1995-04-27T00:00:00,182130,564.23,564.23,0,2215.69,Lisa's Pasta Bar    ,Virginia Beach      ,VA,23455,CG,E
14,1363458,4561143213634580,0,700,213715,23,1995-04-15T00:00:00,162846,265.56,265.56,0,492.72,Gary's Grocery      ,Portland            ,OR,97205,CG,E
14,1363459,4561143213634590,0,100,214107,25,1995-11-22T00:00:00,190102,83.95,83.95,0,845.72,Tofu Palace Res.    ,Portland            ,OR,97239,CG,E
14,1363461,4561143213634610,314,null,214235,68,1995-03-28T00:00:00,50908,0,0,0,1422.34,null,null,null,null,IQ,B
14,1363462,4561143213634620,0,100,214852,15,1995-05-06T00:00:00,71600,78.09,78.09,0,2880.66,Haveacow Steakhouse ,Baltimore           ,MD,21235,CG,E
14,1363467,4561143213634670,0,100,215263,33,1995-04-07T00:00:00,151259,26.29,26.29,0,455.15,Dale's Donuts       ,New York City       ,NY,10137,CG,E
14,1363468,4561143213634680,0,900,216093,29,1995-11-24T00:00:00,115338,29.32,29.32,0,2116.63,Surplus Servers     ,Omaha               ,NB,68130,CG,E
14,1363470,4561143213634700,280,null,216456,113,1995-08-12T00:00:00,135149,0,0,0,1142.62,null,null,null,null,IQ,B
14,1363471,4561143213634710,0,200,216804,42,1995-09-04T00:00:00,190549,154.8,154.8,0,963.76,Llama World         ,New York City       ,NY,10014,CG,E
14,1363474,4561143213634740,0,400,217205,28,1995-08-13T00:00:00,5703,18.98,18.98,0,998.37,Gus' Gas Station    ,Sacramento          ,CA,94259,CG,E
14,1363475,4561143213634750,0,null,217446,0,1995-04-05T00:00:00,null,522.03,517.07,4.96,152.83,null,null,null,null,PM,M
14,1363482,4561143213634820,0,400,219160,34,1995-02-18T00:00:00,4056,293.73,293.73,0,2981.94,Ollie's Oil Co.     ,Denver              ,CO,80219,CG,E
14,1363484,4561143213634840,0,100,220280,43,1995-05-31T00:00:00,220153,466.58,466.58,0,735.25,The Big Squid       ,Minneapolis         ,MN,55408,CG,E
14,1363486,4561143213634860,1,null,220657,15,1995-12-11T00:00:00,181637,0,0,0,0,null,null,null,null,IQ,V
15,1362480,4561143213624800,0,900,25,33,1995-05-09T00:00:00,34024,221.12,221.12,0,2500,Surplus Servers     ,New York City       ,NY,10081,CG,E
15,1362484,4561143213624840,0,null,812,0,1995-05-02T00:00:00,null,537.62,537.62,0,0,null,null,null,null,PM,M
15,1362485,4561143213624850,0,700,1287,37,1995-04-12T00:00:00,190826,78.76,78.76,0,722.35,Gary's Grocery      ,New York City       ,NY,10014,CG,E
15,1362487,4561143213624870,0,1200,1997,41,1995-11-04T00:00:00,130904,17.9,17.9,0,963.63,Cassandras Casuals  ,Los Angeles         ,CA,90115,CG,E
15,1362489,4561143213624890,1,null,2272,66,1995-03-06T00:00:00,203357,345.97,325.41,20.56,2494.59,null,null,null,null,PM,C
15,1362492,4561143213624920,0,1100,2490,40,1995-10-10T00:00:00,201241,49.61,49.61,0,1464.63,Linda's Lighting    ,Houston             ,TX,77188,CG,E
15,1362499,4561143213624990,0,null,3013,0,1995-04-05T00:00:00,null,192.44,168.05,24.39,1731.95,null,null,null,null,PM,M
15,1362506,4561143213625060,0,700,3563,38,1995-10-06T00:00:00,194312,176.67,176.67,0,310.24,Gary's Grocery      ,San Francisco       ,CA,94125,CG,E
15,1362508,4561143213625080,0,900,3871,19,1995-02-25T00:00:00,195624,86.02,86.02,0,1096.63,PCs-R-Us            ,St Louis            ,MO,63157,CG,E
15,1362509,4561143213625090,0,100,4559,23,1995-01-20T00:00:00,191526,164.68,164.68,0,2017.53,Zorba's Hideaway    ,Indianapolis        ,IN,46232,CG,E
15,1362511,4561143213625110,0,500,5717,39,1995-06-22T00:00:00,162152,14.3,14.3,0,364.61,Prop-Jet Airways    ,New York City       ,NY,10128,CG,E
15,1362512,4561143213625120,1,null,6151,15,1995-07-17T00:00:00,112349,0,0,0,996.84,null,null,null,null,IQ,V
15,1362516,4561143213625160,0,1000,6429,15,1995-05-27T00:00:00,95038,82.59,82.59,0,347.04,Gilligan's Island   ,Tulsa               ,OK,74186,CG,E
15,1362520,4561143213625200,0,700,6666,23,1995-03-25T00:00:00,92151,233.68,233.68,0,2016.05,Gary's Grocery      ,Los Angeles         ,CA,90012,CG,E
15,1362525,4561143213625250,0,1300,7402,26,1995-02-21T00:00:00,91244,149.84,149.84,0,978.29,Reliable Used Cars  ,Chicago             ,IL,60665,CG,E
15,1362528,4561143213625280,0,300,8572,32,1995-06-06T00:00:00,91810,104.57,104.57,0,104.57,Loan-a-Lemon        ,Louisville          ,KY,40273,CG,E
15,1362529,4561143213625290,0,100,8859,39,1995-05-06T00:00:00,132231,298.35,298.35,0,2200,Sushi To Go         ,Lexington           ,KY,40557,CG,E
15,1362530,4561143213625300,0,null,9343,0,1995-04-04T00:00:00,null,1771.52,1770.21,1.31,119.55,null,null,null,null,PM,M
15,1362531,4561143213625310,0,1200,9880,18,1995-05-24T00:00:00,72021,14.58,14.58,0,2200,Cassandras Casuals  ,Chicago             ,IL,60618,CG,E
15,1362535,4561143213625350,1,null,10397,18,1995-03-30T00:00:00,210001,0,0,0,0,null,null,null,null,IQ,C
15,1362546,4561143213625460,0,200,12121,36,1995-02-09T00:00:00,2953,65.15,65.15,0,1483.5,Larry's Luggage     ,New York City       ,NY,10034,CG,E
15,1362548,4561143213625480,9,null,12797,133,1995-08-04T00:00:00,155102,0,0,0,0,null,null,null,null,IQ,B
15,1362552,4561143213625520,0,1000,13260,38,1995-03-10T00:00:00,210650,235.82,235.82,0,556.52,Casino Royale       ,Riverside           ,CA,92503,CG,E
15,1362556,4561143213625560,0,400,14293,44,1995-03-12T00:00:00,152729,189.91,189.91,0,2214.81,Ollie's Oil Co.     ,Wichita             ,KS,67213,CG,E
15,1362562,4561143213625620,0,1200,14828,22,1995-11-20T00:00:00,114058,158.13,158.13,0,7079.56,Limitless Clothing  ,Los Angeles         ,CA,90180,CG,E
15,1362563,4561143213625630,0,1200,15359,24,1995-10-05T00:00:00,153521,150.26,150.26,0,928.06,Cassandras Casuals  ,Chicago             ,IL,60631,CG,E
15,1362565,4561143213625650,0,1200,15814,23,1995-04-06T00:00:00,131227,248.67,248.67,0,391.87,Cassandras Casuals  ,Long Beach          ,CA,90768,CG,E
15,1362566,4561143213625660,0,1300,16331,25,1995-03-11T00:00:00,113603,1050.16,1050.16,0,6400,Arnie's Auto Parts  ,Los Angeles         ,CA,90158,CG,E
15,1362569,4561143213625690,0,1200,17117,29,1995-12-18T00:00:00,135025,530.61,530.61,0,5800.1,Cassandras Casuals  ,Albuquerque         ,NM,87131,CG,E
15,1362571,4561143213625710,0,null,17551,0,1995-10-03T00:00:00,null,59.72,51.43,8.29,537.44,null,null,null,null,PM,M
15,1362572,4561143213625720,0,1200,17705,43,1995-07-03T00:00:00,101823,49.61,49.61,0,75.71,Suitable Suits      ,Albuquerque         ,NM,87131,CG,E
15,1362574,4561143213625740,0,200,18646,15,1995-07-14T00:00:00,91050,247.13,247.13,0,914.77,Dilbert's Dept Store,New York City       ,NY,10161,CG,E
15,1362577,4561143213625770,0,null,18812,0,1995-10-06T00:00:00,null,864.88,847.74,17.14,1161.94,null,null,null,null,PM,M
15,1362578,4561143213625780,0,1200,18938,18,1995-04-28T00:00:00,102700,28.9,28.9,0,284.08,Sherry's Shoes      ,Chicago             ,IL,60609,CG,E
15,1362580,4561143213625800,0,null,19889,0,1995-05-01T00:00:00,null,151.93,132.67,19.26,1367.33,null,null,null,null,PM,M
15,1362584,4561143213625840,0,400,20246,27,1995-10-25T00:00:00,211638,53.31,53.31,0,1000,Ollie's Oil Co.     ,Chicago             ,IL,60650,CG,E
15,1362586,4561143213625860,0,700,21233,37,1995-04-28T00:00:00,160103,205.45,205.45,0,2462.71,Gary's Grocery      ,Norfolk             ,VA,23576,CG,E
15,1362587,4561143213625870,0,200,21774,42,1995-02-22T00:00:00,90642,196.13,196.13,0,997.4,Dilbert's Dept Store,Oklahoma City       ,OK,73133,CG,E
15,1362591,4561143213625910,0,1300,23396,34,1995-02-24T00:00:00,83214,53.29,53.29,0,835.39,Terry's Trucks      ,Cleveland           ,OH,44116,CG,E
15,1362592,4561143213625920,0,null,24116,0,1995-06-03T00:00:00,null,332.21,290.1,42.11,3009.9,null,null,null,null,PM,M
15,1362593,4561143213625930,0,200,24475,30,1995-07-16T00:00:00,150548,29.47,29.47,0,783.96,Larry's Luggage     ,New York City       ,NY,10264,CG,E
15,1362594,4561143213625940,0,500,25136,42,1995-02-09T00:00:00,163324,679.28,679.28,0,11673.77,Prop-Jet Airways    ,Houston             ,TX,77177,CG,E
15,1362597,4561143213625970,0,1100,25805,31,1995-04-04T00:00:00,235202,147.11,147.11,0,977.08,Brad's Bricks       ,Houston             ,TX,77074,CG,E
15,1362602,4561143213626020,0,1100,26593,19,1995-02-25T00:00:00,102846,36.25,36.25,0,1130.37,Harry's Hardware    ,Los Angeles         ,CA,90054,CG,E
15,1362605,4561143213626050,0,1100,27434,29,1995-06-14T00:00:00,142549,455.07,455.07,0,934.28,Harry's Hardware    ,Nashville           ,TN,37203,CG,E
15,1362606,4561143213626060,0,1300,27552,20,1995-07-17T00:00:00,114030,256.39,256.39,0,1122.01,Arnie's Auto Parts  ,Phoenix             ,AZ,85045,CG,E
15,1362607,4561143213626070,0,null,27962,0,1995-05-01T00:00:00,null,463.14,463.14,0,0,null,null,null,null,PM,M
15,1362609,4561143213626090,1,null,28786,50,1995-03-06T00:00:00,1756,214.85,194.6,20.25,2805.4,null,null,null,null,PM,C
15,1362610,4561143213626100,0,300,29212,44,1995-03-27T00:00:00,95141,50.39,50.39,0,99.82,Rent-a-Wreck        ,Honolulu            ,HI,96802,CG,E
15,1362611,4561143213626110,0,500,29283,24,1995-03-17T00:00:00,180623,25.65,25.65,0,1465.37,Icarus Airlines     ,El Paso             ,TX,79935,CG,E
15,1362613,4561143213626130,0,100,29368,29,1995-05-09T00:00:00,231851,88.49,88.49,0,1000,Haveacow Steakhouse ,Fort Worth          ,TX,76133,CG,E
15,1362622,4561143213626220,0,1300,31069,18,1995-02-19T00:00:00,111833,284.2,284.2,0,1391.67,Terry's Trucks      ,Riverside           ,CA,92503,CG,E
15,1362625,4561143213626250,0,100,31610,32,1995-04-19T00:00:00,195628,152.51,152.51,0,726.54,Zorba's Hideaway    ,Miami               ,FL,33170,CG,E
15,1362630,4561143213626300,0,400,31841,21,1995-01-15T00:00:00,10049,85.45,85.45,0,2149.33,Ollie's Oil Co.     ,Los Angeles         ,CA,90121,CG,E
15,1362631,4561143213626310,0,300,32245,36,1995-05-03T00:00:00,142423,128.03,128.03,0,421.22,Loan-a-Lemon        ,Dallas              ,TX,75245,CG,E
15,1362636,4561143213626360,0,1200,33920,37,1995-03-25T00:00:00,195336,122.57,122.57,0,521.8,Limitless Clothing  ,Washington          ,DC,20311,CG,E
15,1362640,4561143213626400,0,900,34654,27,1995-03-15T00:00:00,140014,152.93,152.93,0,823.77,Surplus Servers     ,Tucson              ,AZ,85741,CG,E
15,1362641,4561143213626410,0,200,34758,44,1995-08-15T00:00:00,161259,162.78,162.78,0,162.78,Buy The Book        ,Dayton              ,OH,45420,CG,E
15,1362642,4561143213626420,0,null,34939,0,1995-04-05T00:00:00,null,535.34,524.08,11.26,475.92,null,null,null,null,PM,M
15,1362643,4561143213626430,0,400,35496,24,1995-03-15T00:00:00,155544,153.51,153.51,0,153.51,Filbert's Filling St,Rochester           ,NY,14656,CG,E
15,1362645,4561143213626450,0,null,35714,0,1995-04-03T00:00:00,null,839.44,804.86,34.58,2095.14,null,null,null,null,PM,M
15,1362649,4561143213626490,0,null,36308,0,1995-03-07T00:00:00,null,761.12,756.41,4.71,243.59,null,null,null,null,PM,M
15,1362653,4561143213626530,0,200,38028,28,1995-11-10T00:00:00,30652,77.87,77.87,0,516.41,Tollie's Toys       ,Corpus Christi      ,TX,78425,CG,E
15,1362656,4561143213626560,0,900,38521,35,1995-04-15T00:00:00,152949,269.73,269.73,0,762.66,Network Works       ,Houston             ,TX,77253,CG,E
15,1362662,4561143213626610,0,null,38983,0,1995-04-04T00:00:00,null,435.98,432.66,3.32,338.69,null,null,null,null,PM,M
15,1362663,4561143213626630,0,1100,39352,31,1995-04-04T00:00:00,91354,67.51,67.51,0,2833.3,Harry's Hardware    ,Houston             ,TX,77058,CG,E
15,1362664,4561143213626640,0,100,39522,37,1995-08-24T00:00:00,91543,299.72,299.72,0,2018.21,Flying Burrito Res. ,Long Beach          ,CA,90780,CG,E
15,1362671,4561143213626710,0,1200,40425,34,1995-11-06T00:00:00,110601,38.36,38.36,0,1100,Suitable Suits      ,New Orleans         ,LA,70147,CG,E
15,1362672,4561143213626720,0,100,40605,27,1995-12-13T00:00:00,182309,83.59,83.59,0,101.89,Carol's Café        ,Houston             ,TX,77209,CG,E
15,1362675,4561143213626750,1,null,41091,74,1995-08-01T00:00:00,41058,64.48,55.72,8.76,580.35,null,null,null,null,PM,C
15,1362681,4561143213626800,0,null,41652,0,1995-11-07T00:00:00,null,376.96,376.96,0,623.04,null,null,null,null,PM,M
15,1362683,4561143213626830,0,100,42185,28,1995-03-07T00:00:00,185620,269.76,269.76,0,1492.3,Haveacow Steakhouse ,Los Angeles         ,CA,90199,CG,E
15,1362685,4561143213626850,0,null,42418,0,1995-08-07T00:00:00,null,1427.63,1418.08,9.55,281.92,null,null,null,null,PM,M
15,1362688,4561143213626870,0,100,42961,32,1995-07-14T00:00:00,213026,97.56,97.56,0,567.42,Haveacow Steakhouse ,Portland            ,OR,97250,CG,E
15,1362690,4561143213626900,0,500,43525,30,1995-03-17T00:00:00,43046,25.78,25.78,0,1160.2,Icarus Airlines     ,Fresno              ,CA,93737,CG,E
15,1362693,4561143213626930,0,400,44005,26,1995-10-05T00:00:00,112232,14.2,14.2,0,925.76,Filbert's Filling St,Philadelphia        ,PA,19172,CG,E
15,1362694,4561143213626940,0,null,44375,0,1995-05-04T00:00:00,null,21.83,20.35,1.48,277.45,null,null,null,null,PM,M
15,1362698,4561143213626980,0,1200,45051,37,1995-03-29T00:00:00,115656,8.95,8.95,0,2500,Cassandras Casuals  ,Houston             ,TX,77233,CG,E
15,1362699,4561143213626990,0,800,45741,30,1995-04-12T00:00:00,215822,208.42,208.42,0,428.48,Manic Motor Inn     ,Los Angeles         ,CA,90088,CG,E
15,1362700,4561143213627000,0,200,46161,24,1995-07-24T00:00:00,120936,173.71,173.71,0,216.59,Carrie's Cards      ,Riverside           ,CA,92516,CG,E
15,1362703,4561143213627030,0,500,46773,43,1995-03-20T00:00:00,105641,120.84,120.84,0,1086.03,Prop-Jet Airways    ,San Jose            ,CA,95116,CG,E
15,1362705,4561143213627050,1,null,47299,20,1995-05-21T00:00:00,21830,0,0,0,690.67,null,null,null,null,IQ,C
15,1362708,4561143213627080,0,null,47792,0,1995-05-04T00:00:00,null,101.28,88.48,12.8,911.52,null,null,null,null,PM,M
15,1362709,4561143213627090,0,100,48413,17,1995-04-19T00:00:00,80445,83.6,83.6,0,322.57,Fifi's Cabaret      ,Los Angeles         ,CA,90180,CG,E
15,1362714,4561143213627140,0,400,49453,15,1995-04-21T00:00:00,71621,67.4,67.4,0,308.23,Gus' Gas Station    ,Indianapolis        ,IN,46267,CG,E
15,1362715,4561143213627150,1,null,49586,33,1995-04-09T00:00:00,94026,0,0,0,505.31,null,null,null,null,IQ,V
15,1362721,4561143213627210,0,100,51523,28,1995-11-11T00:00:00,115553,183.29,183.29,0,956.64,Dale's Donuts       ,Los Angeles         ,CA,90067,CG,E
15,1362722,4561143213627220,0,null,51621,0,1995-06-01T00:00:00,null,80.34,77.52,2.82,518.55,null,null,null,null,PM,M
15,1362725,4561143213627250,0,1100,51889,32,1995-07-11T00:00:00,131359,1055.09,1055.09,0,2105.55,Larry's Lumber      ,St Louis            ,MO,63120,CG,E
15,1362727,4561143213627270,0,null,52927,0,1995-05-01T00:00:00,null,1062.21,1017.8,44.41,3082.2,null,null,null,null,PM,M
15,1362730,4561143213627300,0,200,53210,36,1995-10-14T00:00:00,24729,226.11,226.11,0,1698.07,Jerry's Jewelry     ,Seattle             ,WA,98158,CG,E
15,1362735,4561143213627350,0,800,54294,30,1995-12-23T00:00:00,163932,58.07,58.07,0,1976.24,Manic Motor Inn     ,Newark              ,NJ,7130,CG,E
15,1362736,4561143213627360,0,800,54945,27,1995-05-28T00:00:00,201620,131.14,131.14,0,187.45,Manic Motor Inn     ,Washington          ,DC,20322,CG,E
15,1362737,4561143213627370,0,500,55089,23,1995-10-27T00:00:00,113914,530.14,530.14,0,3929.28,Wing-and-Prayer Air ,New York City       ,NY,10128,CG,E
15,1362741,4561143213627400,0,700,55505,43,1995-04-22T00:00:00,160605,41.3,41.3,0,415.66,Mary's Market       ,Philadelphia        ,PA,19145,CG,E
15,1362742,4561143213627420,0,null,55700,0,1995-09-07T00:00:00,null,78.15,76.49,1.66,66.55,null,null,null,null,PM,M
15,1362746,4561143213627460,0,300,57386,41,1995-03-13T00:00:00,145351,65.9,65.9,0,506.19,Rent-a-Wreck        ,New Orleans         ,LA,70108,CG,E
15,1362749,4561143213627490,0,1000,57858,20,1995-04-06T00:00:00,35224,455.65,455.65,0,2410.7,Wally World         ,New York City       ,NY,10047,CG,E
15,1362752,4561143213627520,0,null,58479,0,1995-04-02T00:00:00,null,2427.02,2400,27.02,0,null,null,null,null,PM,M
15,1362753,4561143213627530,0,null,58632,0,1995-05-02T00:00:00,null,196.85,168.62,28.23,2427.79,null,null,null,null,PM,M
15,1362754,4561143213627540,0,100,58721,40,1995-11-24T00:00:00,130058,85.07,85.07,0,227.07,Carol's Café        ,Anaheim             ,CA,92801,CG,E
15,1362760,4561143213627590,1,null,59419,49,1995-03-03T00:00:00,211857,288.32,288.32,0,0,null,null,null,null,PM,C
15,1362763,4561143213627630,0,200,60146,25,1995-09-23T00:00:00,222439,235,235,0,590.06,Randy's Records     ,San Francisco       ,CA,94158,CG,E
15,1362765,4561143213627650,0,1200,60422,30,1995-03-03T00:00:00,122627,74.07,74.07,0,74.07,Suitable Suits      ,San Francisco       ,CA,94143,CG,E
15,1362766,4561143213627660,1,null,60866,22,1995-04-24T00:00:00,210603,0,0,0,5100,null,null,null,null,IQ,C
15,1362767,4561143213627670,0,900,61989,21,1995-07-20T00:00:00,205024,130.42,130.42,0,586.39,Surplus Servers     ,Chicago             ,IL,60606,CG,E
15,1362769,4561143213627690,0,400,62568,25,1995-07-14T00:00:00,154649,87.78,87.78,0,374.9,Filbert's Filling St,San Francisco       ,CA,94157,CG,E
15,1362770,4561143213627700,0,200,62681,43,1995-03-08T00:00:00,104137,257.55,257.55,0,2172.05,Larry's Luggage     ,Philadelphia        ,PA,19110,CG,E
15,1362772,4561143213627710,0,1200,63176,27,1995-02-13T00:00:00,180724,22.52,22.52,0,1064.94,April-May Dept Store,Chicago             ,IL,60607,CG,E
15,1362775,4561143213627750,0,500,64884,18,1995-07-07T00:00:00,194100,49.74,49.74,0,191.7,Prop-Jet Airways    ,Nashville           ,TN,37225,CG,E
15,1362777,4561143213627770,0,700,65098,28,1995-05-05T00:00:00,194144,53.85,53.85,0,546.03,Mary's Market       ,Los Angeles         ,CA,90117,CG,E
15,1362782,4561143213627820,0,500,65563,34,1995-05-25T00:00:00,104721,31.83,31.83,0,787.57,Prop-Jet Airways    ,Sacramento          ,CA,94219,CG,E
15,1362785,4561143213627840,0,100,66118,25,1995-04-08T00:00:00,222142,549.57,549.57,0,2164.19,Tofu Palace Res.    ,Detroit             ,MI,48204,CG,E
15,1362792,4561143213627910,0,null,66656,0,1995-05-03T00:00:00,null,541.99,541.99,0,0,null,null,null,null,PM,M
15,1362793,4561143213627930,1,null,67311,57,1995-09-01T00:00:00,215715,27.06,26.12,0.94,40.53,null,null,null,null,PM,C
15,1362797,4561143213627970,0,400,67625,34,1995-08-15T00:00:00,185028,43.4,43.4,0,73.68,Serbio's Service St ,Seattle             ,WA,98142,CG,E
15,1362801,4561143213628010,0,null,67823,0,1995-08-05T00:00:00,null,55.25,53.54,1.71,94.49,null,null,null,null,PM,M
15,1362804,4561143213628040,0,1000,68047,26,1995-03-23T00:00:00,84518,479.16,479.16,0,991.12,Tim's Trout Fishing ,Miami               ,FL,33170,CG,E
15,1362810,4561143213628100,0,null,70739,0,1995-04-03T00:00:00,null,971.58,966.06,5.52,213.73,null,null,null,null,PM,M
15,1362814,4561143213628140,0,100,71646,19,1995-11-07T00:00:00,123631,88.44,88.44,0,1000,Lisa's Pasta Bar    ,Chicago             ,IL,60608,CG,E
15,1362815,4561143213628150,0,800,72547,15,1995-11-12T00:00:00,145701,6.12,6.12,0,1000,Bed Bug Inn         ,Chicago             ,IL,60621,CG,E
15,1362816,4561143213628160,0,200,73082,28,1995-03-13T00:00:00,184629,32.35,32.35,0,338.43,Dilbert's Dept Store,Louisville          ,KY,40208,CG,E
15,1362817,4561143213628170,0,300,73693,21,1995-05-06T00:00:00,93626,88.47,88.47,0,1000,Loan-a-Lemon        ,Colorado Springs    ,CO,80939,CG,E
15,1362820,4561143213628200,0,500,73977,15,1995-03-24T00:00:00,103205,145.63,145.63,0,6500,Puddle Jump Airline ,Charlotte           ,NC,28221,CG,E
15,1362822,4561143213628220,0,700,74627,15,1995-12-07T00:00:00,132414,52.72,52.72,0,179.91,Mary's Market       ,Chicago             ,IL,60653,CG,E
15,1362823,4561143213628230,0,1100,75518,29,1995-04-18T00:00:00,190224,78.04,78.04,0,98.04,Linda's Lighting    ,New York City       ,NY,10123,CG,E
15,1362824,4561143213628240,0,null,75656,0,1995-04-03T00:00:00,null,1586.88,1580.59,6.29,290.96,null,null,null,null,PM,M
15,1362825,4561143213628250,0,100,76072,36,1995-06-29T00:00:00,150932,39.58,39.58,0,1000,Flying Burrito Res. ,San Francisco       ,CA,94175,CG,E
15,1362828,4561143213628280,0,700,77228,42,1995-05-09T00:00:00,163647,67.29,67.29,0,978.58,Gary's Grocery      ,Milwaukee           ,WI,53244,CG,E
15,1362829,4561143213628290,0,100,77322,29,1995-06-08T00:00:00,153525,457.47,457.47,0,1748.37,Flying Burrito Res. ,Long Beach          ,CA,90767,CG,E
15,1362830,4561143213628300,0,null,77581,0,1995-06-06T00:00:00,null,297.49,291.53,5.96,432.08,null,null,null,null,PM,M
15,1362831,4561143213628310,0,1300,77913,43,1995-05-06T00:00:00,134824,414.88,414.88,0,5518.64,Arnie's Auto Parts  ,New Orleans         ,LA,70138,CG,E
15,1362832,4561143213628320,0,800,77993,17,1995-12-08T00:00:00,83443,208.9,208.9,0,2651.3,Landfill Lodge      ,Detroit             ,MI,48203,CG,E
15,1362835,4561143213628350,0,null,78366,0,1995-09-06T00:00:00,null,16.92,16.92,0,13.28,null,null,null,null,PM,M
15,1362836,4561143213628360,0,null,78555,0,1995-04-07T00:00:00,null,101.28,88.44,12.84,911.56,null,null,null,null,PM,M
15,1362838,4561143213628370,0,1100,79269,36,1995-12-08T00:00:00,233006,357.04,357.04,0,1096.12,Linda's Lighting    ,Phoenix             ,AZ,85032,CG,E
15,1362839,4561143213628390,0,1100,79562,30,1995-03-05T00:00:00,5439,332.29,332.29,0,1545.33,Paul's Plumbing     ,New York City       ,NY,10073,CG,E
15,1362844,4561143213628440,0,1000,81205,25,1995-03-31T00:00:00,202833,83.2,83.2,0,1068.42,Casino Royale       ,Boston              ,MA,2148,CG,E
15,1362845,4561143213628450,0,null,81446,0,1995-06-04T00:00:00,null,288.78,279.26,9.52,416.98,null,null,null,null,PM,M
15,1362849,4561143213628490,0,100,81665,27,1995-03-16T00:00:00,74032,79.61,79.61,0,494.74,Carol's Café        ,Nashville           ,TN,37210,CG,E
15,1362850,4561143213628500,0,null,82174,0,1995-09-03T00:00:00,null,164.21,159.71,4.5,159.77,null,null,null,null,PM,M
